"確定病名","發病年份","發病週別","縣市","性別","是否為境外移入","年齡層","確定病例數","鄉鎮"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","55-59",1,"七堵區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","55-59",1,"安樂區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","65-69",1,"中正區"
"嚴重特殊傳染性肺炎","2021","21","基隆市","M","否","70+",1,"中山區"
"嚴重特殊傳染性肺炎","2021","21","連江縣","F","否","25-29",1,"南竿鄉"
"嚴重特殊傳染性肺炎","2021","21","雲林縣","M","否","35-39",1,"斗六市"
"嚴重特殊傳染性肺炎","2021","21","雲林縣","M","否","35-39",1,"麥寮鄉"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","10-14",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","10-14",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","20-24",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","20-24",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","25-29",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","25-29",2,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","25-29",2,"林口區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","30-34",3,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","30-34",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","30-34",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","35-39",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","35-39",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","35-39",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","35-39",1,"林口區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","35-39",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","35-39",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","4",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","4",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",5,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",1,"林口區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",3,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",3,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","40-44",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","45-49",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","45-49",2,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","45-49",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","45-49",1,"林口區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","45-49",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","45-49",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","45-49",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","50-54",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","50-54",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","50-54",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","50-54",3,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","50-54",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","50-54",2,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","55-59",2,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","55-59",1,"林口區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","55-59",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","55-59",2,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","55-59",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","60-64",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","60-64",3,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","60-64",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","60-64",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","60-64",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","60-64",3,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","60-64",3,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","65-69",4,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","65-69",2,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","65-69",3,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","65-69",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","65-69",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","65-69",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","70+",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","70+",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","70+",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","70+",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","70+",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","F","否","70+",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","0",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","1",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","10-14",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","10-14",3,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","15-19",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","15-19",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","15-19",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","15-19",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","20-24",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","20-24",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","20-24",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","20-24",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","20-24",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","25-29",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","25-29",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","30-34",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","30-34",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","30-34",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","30-34",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","35-39",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","35-39",2,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","35-39",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","40-44",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","40-44",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","40-44",1,"林口區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","40-44",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","40-44",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","40-44",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","45-49",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","45-49",1,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","45-49",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","45-49",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","45-49",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","45-49",3,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","50-54",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","50-54",1,"林口區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","50-54",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","50-54",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","50-54",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","50-54",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","55-59",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","55-59",5,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","55-59",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","55-59",2,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","55-59",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","55-59",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","55-59",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",2,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",5,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",4,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","60-64",3,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","65-69",1,"土城區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","65-69",5,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","65-69",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","65-69",6,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","65-69",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","65-69",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","65-69",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",1,"三重區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",5,"中和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",1,"永和區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",6,"板橋區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",1,"新店區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",3,"新莊區"
"嚴重特殊傳染性肺炎","2021","21","新北市","M","否","70+",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","21","新竹市","F","否","35-39",1,"東區"
"嚴重特殊傳染性肺炎","2021","21","新竹市","M","否","55-59",1,"東區"
"嚴重特殊傳染性肺炎","2021","21","新竹縣","F","否","20-24",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","21","新竹縣","F","否","45-49",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","21","新竹縣","M","否","55-59",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","21","嘉義市","M","否","15-19",1,"西區"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","F","否","25-29",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","F","否","30-34",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","F","否","55-59",1,"員林市"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","F","否","65-69",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","F","否","70+",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","M","否","1",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","M","否","60-64",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","21","彰化縣","M","否","65-69",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","3","空值","F","是","15-19",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","F","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","F","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","F","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","F","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","20-24",3,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","30-34",2,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","35-39",2,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","45-49",2,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","空值","M","是","60-64",1,"空值"
"嚴重特殊傳染性肺炎","2021","3","桃園市","F","否","20-24",2,"桃園區"
"嚴重特殊傳染性肺炎","2021","3","桃園市","F","否","30-34",1,"平鎮區"
"嚴重特殊傳染性肺炎","2021","3","桃園市","F","否","50-54",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","3","桃園市","F","否","60-64",1,"八德區"
"嚴重特殊傳染性肺炎","2021","3","桃園市","F","否","65-69",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","3","桃園市","F","否","65-69",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","3","桃園市","M","否","65-69",1,"八德區"
"嚴重特殊傳染性肺炎","2021","3","桃園市","M","否","70+",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","4","空值","F","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","F","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","F","是","35-39",3,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","F","是","5-9",2,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","F","是","65-69",1,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","M","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","M","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","M","是","30-34",3,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","M","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","M","是","40-44",2,"空值"
"嚴重特殊傳染性肺炎","2021","4","空值","M","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","4","桃園市","F","否","70+",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","4","桃園市","M","否","50-54",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","4","桃園市","M","否","70+",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","5","空值","F","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","5","空值","F","是","60-64",1,"空值"
"嚴重特殊傳染性肺炎","2021","5","空值","M","是","20-24",3,"空值"
"嚴重特殊傳染性肺炎","2021","5","空值","M","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","5","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","5","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","5","空值","M","是","60-64",1,"空值"
"嚴重特殊傳染性肺炎","2021","5","桃園市","F","否","45-49",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","6","空值","F","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2021","6","空值","F","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","6","空值","M","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","6","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","6","空值","M","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2021","6","桃園市","F","否","55-59",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","7","空值","M","是","25-29",2,"空值"
