"確定病名","個案研判日","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石門區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","石碇區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","汐止區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","1",56
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","10-14",28
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","15-19",112
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","2",28
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","20-24",84
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","25-29",252
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","30-34",140
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","35-39",364
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","4",28
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","40-44",588
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","45-49",392
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","50-54",644
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","55-59",588
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","5-9",56
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","60-64",1064
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","65-69",588
"嚴重特殊傳染性肺炎","2021/05/22","新北市","其他","女","否","70+",336
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","坪林區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","林口區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","板橋區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","金山區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","泰山區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","烏來區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","25-29",9
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","30-34",5
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","35-39",13
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","4",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","40-44",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","45-49",14
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","50-54",23
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","55-59",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","5-9",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","60-64",38
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","65-69",21
"嚴重特殊傳染性肺炎","2021/05/22","新北市","貢寮區","女","否","70+",12
"嚴重特殊傳染性肺炎","2021/05/22","新北市","淡水區","女","否","1",2
"嚴重特殊傳染性肺炎","2021/05/22","新北市","淡水區","女","否","10-14",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","淡水區","女","否","15-19",4
"嚴重特殊傳染性肺炎","2021/05/22","新北市","淡水區","女","否","2",1
"嚴重特殊傳染性肺炎","2021/05/22","新北市","淡水區","女","否","20-24",3
"嚴重特殊傳染性肺炎","2021/05/22","新北市","淡水區","女","否","25-29",9
